"PropertyID","SaleDollarCnt"
48947030,674590.285130558
48961987,407322.823437365
48961994,831391.731850844
48947427,499676.989888849
48838058,510133.365719959
48989076,498275.82781695
48933371,492360.607101413
48988928,562998.034717899
48790432,483035.133775188
48984844,387126.222115975
48984857,400050.072814267
48984854,455339.553935514
96660623,778980.208455887
84760654,750656.065130781
48847154,481343.286061871
48665291,416051.844471253
49109711,680488.828881496
48886731,710027.550915956
49109938,382413.114471069
48718928,384822.243503409
49047064,455164.618007976
48875295,715632.337650358
48985919,507072.905557467
48693405,538423.365945212
48693403,619477.263470494
48885603,877734.24462659
49115522,591072.358349892
48878641,692808.588122302
48983789,911877.751186914
48983693,437679.537707399
48983772,757140.733191356
48983811,508405.184416206
48878723,702155.711332792
48673214,719461.239074234
48789651,585180.553682678
48983660,927499.158387151
48939444,1025966.28986415
49115408,714605.605562438
48693441,1373267.45416329
48677458,534903.952937652
48885812,1225033.21050061
48677479,1291493.12721698
48693665,969696.978922269
48677489,807079.307437719
48991732,747808.667829022
48991896,1057488.18060858
48991836,680518.829256001
48991749,569356.339733104
48677645,578679.677609167
48677581,1314693.40668419
48991792,778795.926005878
48859388,551248.23196255
48697307,648072.196645639
48805441,509990.248268277
48836467,582803.985221711
48984906,422513.669201309
48835840,444195.532483709
48984895,448185.359713086
48835597,463174.964161302
48885821,627111.761495994
48885610,508062.697643325
48885629,553611.657389962
49060145,529723.298933243
48885666,445702.179421678
48905990,439927.338222089
49114851,579617.403394931
48766530,476727.849410176
48977270,421498.88996689
49122851,444441.956882498
111705865,704455.986571084
48847014,831867.255040863
48853455,478522.819147365
48853451,437623.004729589
48945996,568935.4774142
48946079,439716.724531322
48945642,523356.451588765
48946019,477919.530622848
49076278,715570.44821318
48853502,543614.587062217
48853330,613202.164038057
48772417,447144.917987256
49076193,563042.4948758
49076197,515349.538330129
48936683,685132.675966511
48946361,660837.829984495
48946593,851377.553303653
48946809,688843.96519892
48946225,491824.866495487
48946395,462705.164835012
48855491,414490.795517829
49076586,442242.606652235
49076446,586446.875777928
48945865,502876.328952652
48945760,626963.763358082
48945929,501456.214257429
48946068,609301.032489781
48957536,987510.619996196
49144494,539716.838873199
49144487,456517.607788807
49144503,561636.64502063
48972343,634638.441274272
48946295,525172.645288227
48946460,787511.238623555
49135159,703123.207520886
48918722,644674.693116275
48960527,865090.325881003
48918750,634205.579946382
49135170,464549.891294008
49011107,633870.789155748
49010907,506015.368318394
48672143,544783.73798404
48873701,767411.584432794
48944122,803618.852313202
48944116,543636.216583102
48952722,483489.705526584
48952729,865186.529626173
48884321,973565.015641575
49044285,706244.400803441
49044466,722170.973712734
48786430,515960.682897715
49119615,469623.379582524
48786419,492057.897545681
48786420,740992.604104388
48786441,662126.597114843
49074088,624842.085967136
49119438,638397.063795227
49119484,675625.583199562
49119582,515409.595695214
49119458,737607.782324009
49006073,609928.692028575
49019425,666425.958655636
49019607,476682.880658202
48849383,497248.670812992
48849232,683478.594242637
48849472,706699.329597365
48849218,743673.527186223
48671860,673580.506461389
48849248,670534.745253475
48849310,518269.395088609
48649442,828384.53123958
48649425,591834.397156195
49019698,467820.754247719
49027470,628892.827702725
48833569,602251.275113416
49143438,626834.115742651
49009251,1298341.48635703
49143384,709152.054264384
48887179,634261.211456649
48675901,554297.478960824
49044499,642614.260565448
123727122,977409.617113336
48985350,561947.6090763
48800373,442692.144159651
48889484,688398.408199389
48832751,632542.674500512
49008481,1271685.61154262
48833189,516705.343358695
48776585,1029621.44805129
48776583,608491.452546343
49137193,533201.235721074
49131993,559570.991584725
48925278,525551.997867638
48893802,525062.807865113
49003705,540088.605001857
48893704,1063175.0538196
48868954,1093407.57016215
48868968,714445.726952018
48868634,608594.194053836
48893863,748200.140288741
48868637,554800.620082134
48869003,682753.863000972
48680832,479000.278765522
54830119,948612.4849646
48869103,473828.879990319
48996104,600318.876270469
48995752,461336.581394617
48836233,569716.416057644
48836257,594647.302558612
48836325,485518.487563726
48836028,583535.622004538
48836031,553094.485602441
48836352,542086.746819643
48836034,1125372.00458314
48772613,738573.800857288
48655131,514851.765647386
48747978,495607.678971246
48655126,653995.217080692
48772641,1263249.97877315
49042026,620054.793756141
49042042,525825.541198128
49042151,470717.580188949
49041948,489714.84822642
49041963,734350.000322096
48926710,652794.157036333
49042086,541716.391087593
49042148,458494.458120068
48837016,679189.616276854
48673149,525861.072907574
48837087,1040820.22622714
48837031,591754.248435201
48837101,620327.456037712
48676723,546896.320589537
48676701,652853.58786478
48795092,597542.734724223
48672721,1247903.03724763
49131461,664091.986511648
48877050,720203.403573723
48877051,572221.742048517
48931376,551856.5342449
48877044,497254.77645744
48672920,539169.738873616
48673019,726066.051239826
49041426,573099.110374131
49041305,459101.736012659
49041430,972308.214333975
48976701,578046.53388503
48940011,578544.55052513
48976838,638060.213973675
48976496,632579.068229397
48976683,599964.978685473
48939612,625930.228847548
48939789,641053.203967283
48939644,521795.844443344
48939657,687076.783314138
48939954,548890.540232064
49041465,613839.519676723
49041643,573186.567296
48717482,683878.201627004
49041665,555571.609516589
48831636,773441.849630881
48831735,602988.921797691
48831680,786722.389701194
48717590,855015.401951962
48717578,607642.516224131
48712071,848494.318171018
48830889,553603.020568965
48830731,482848.72771072
48830717,667276.787323846
48823262,738763.712792385
48710711,593556.564905875
49045187,871786.98975298
49045140,780068.491763336
49012874,1303476.97899238
48710645,1243746.90245267
49045234,591204.339476307
48990890,479589.423755166
48888376,738311.748927206
48888220,649867.116129205
48888259,626054.857982852
48775886,589041.449810846
48775977,596645.430580594
48843601,666595.508531244
48672478,754399.027382068
67412769,699324.672434715
48699166,772653.181156342
48672434,511453.45356606
48822911,664647.930545098
67686191,808353.785060457
49041773,1164822.83989094
49041782,698088.608991616
48824527,628951.927289763
48824426,760159.572252231
49125939,573995.776953537
49125941,669228.403804432
49125940,680167.547138682
48832774,657141.806070377
48832767,491003.961631351
48823807,646905.767546267
48776112,576248.300260849
49140231,837867.216779321
49140399,556929.544892262
121902306,815119.58485728
49115252,726502.824749416
49119897,469450.767889106
49119885,702057.943992866
48868226,743432.931582687
48717757,1007033.9156294
48717856,584316.173874459
48717842,653195.946967495
49036315,642402.799119038
49036390,1597816.7387661
49036391,1355764.23783584
49036355,771251.618652506
49036259,924802.28253866
48671003,574509.39538949
48670990,662441.597931494
49110869,906893.72862287
48973154,653671.216159919
48895372,687477.939066886
48658936,840853.031402307
49110772,981413.254814699
48671738,702818.35666113
48671619,825658.349579831
49110275,672570.603875245
49126946,621068.807035125
49126926,1000606.19164611
49110416,888233.436415919
49110196,1132178.2717078
49110406,712664.320851238
48851361,626399.970404034
49135818,2649449.67794128
48685498,1144815.26171869
48970289,704088.80370286
49136001,2025071.99362825
49135968,892036.92461777
48840208,716688.153382697
48707610,2720414.25817816
48998433,1057267.58433766
63336798,2059987.70027146
48928642,893225.753660083
48928859,1297116.14648708
48957740,1559457.14201921
48929553,1193045.60644209
48701133,731464.917913879
48957733,766602.095182187
48929532,1063930.16386451
48928999,918644.190815082
48928899,1607075.98779432
48929310,1556186.05770838
48848747,1609504.13477175
48848563,1410859.44567828
48848513,1370031.80114946
48848472,1272682.74531881
48707626,782254.479583535
48990020,1620277.59654178
49073897,729393.208022679
48799269,476216.503601501
48799314,998939.836222384
49102499,672975.203133367
49102407,562605.969861628
49104548,805493.158931225
54623856,798922.250484684
48765054,598517.37706959
48765393,561102.685510655
48765271,758828.453609593
49117634,714222.468259887
48765219,666529.06283895
48695998,666607.848006347
49090943,761218.698429742
48759578,1032902.07004929
48759556,628494.902001503
48748563,555210.437958115
48768773,644825.034466008
48898358,900621.118654833
48898439,598056.55717681
48898159,524699.16424457
49143952,743767.072610984
49143958,562611.30873945
49143924,742836.539583227
49143910,640456.667491702
49114984,571495.435613066
49144151,704487.967826574
49140028,631575.126429452
48898657,585246.808470053
49114926,678938.000196563
49127526,696775.055046373
49074855,634596.15700426
49074879,610227.851572589
48772208,767202.331883239
48772009,559933.60996677
48656799,784766.633103701
48772107,504091.641247059
49139561,806489.800894907
48769189,574505.832143014
48769036,640467.476766534
49084510,625593.157132787
49011708,686377.302674124
48920279,502328.151301067
48919358,790783.627565154
48674150,842534.696495262
48919531,1360900.48600427
48674339,791839.208567295
49116420,732587.197159285
48674248,492599.489377275
48919924,772903.650712076
48919942,613289.554157632
48919693,796772.566459131
49116275,663288.076020291
48919876,675031.508084128
48847555,731419.818776538
49102766,766801.766379612
49102747,797186.34159169
95065947,349732.168279633
48789484,498377.143991536
48789375,517132.134016077
48920153,675067.238130399
48693904,641018.011435974
49110910,631598.017961032
48854079,913980.156295159
48943315,495777.41174119
48693980,550110.706120039
48942847,815742.061339029
48906504,1078835.60476056
48855667,1101294.24195742
48855610,612649.895065942
48906489,1001111.27120872
48727137,1367215.40064632
48855544,1450696.68843362
48726921,1047726.72032928
48726462,1303112.23505606
48726969,675083.820455281
48726824,932006.006793587
48726878,916418.49280565
48727027,561480.405269185
48702895,977121.311436378
48727062,820199.83854966
48942772,795054.827175147
48880392,761587.310445366
48774197,1002774.5135889
48880378,920766.550453834
48825834,1676054.02632066
48677326,1413384.5725702
48677339,709218.783498825
48711672,716049.605695949
48711739,699942.564543131
48677745,1115833.60042349
49084269,702516.840442758
49084204,604443.259572175
49009450,555438.610271844
49009929,561574.186228519
49009484,607305.324193683
49009832,696403.824244825
49009510,716510.620983486
49009478,560525.147429512
49014389,801462.447732581
48700922,1063802.8424118
49009427,602796.002317256
49009400,526850.106983973
49013230,775677.230895994
48824880,739709.121856563
48824797,512341.578198034
49013165,514351.344688005
49014409,1352096.07589451
48663296,992231.735329658
48824733,701487.0738561
48853867,872339.028600695
48825813,678734.462287546
49037742,1124950.50973411
49037701,694324.876934571
48822561,654417.599434656
49012712,816923.907519066
49012688,885528.256850884
49014974,857882.773141174
48825185,826123.983468167
49064170,839868.301532968
49014773,747615.027492709
48698177,991464.981753069
49014788,1001283.51638511
48698215,1112727.38690705
48768905,773506.45123894
48749870,823308.1170819
48879023,1611512.19055059
48957212,1190601.72260772
48818713,915532.197910312
49009096,886763.924319432
48818606,847351.949446821
49009102,891603.53656186
48771306,662986.753511467
48771333,1368088.42418675
48771167,813101.157165289
48766465,969387.868808279
48883785,847052.919824322
49101791,1189131.74978311
48849700,849837.000567265
49098544,956367.782903136
49098570,691552.693396824
49101829,846929.415306253
48970222,891536.415413688
49098623,777029.238990243
48782205,1255162.03060014
48782232,1072164.46689169
48937097,1396597.34545774
48956327,1191195.0180088
48956371,3730083.55614526
48706584,2410290.88892424
49116938,3609680.11133805
48706430,1109437.09119396
48706599,2403341.13399062
49116908,1506048.80001536
48706374,3142557.47144591
48849643,1316231.37675216
48941156,1088418.26395491
48725236,1486421.63804245
48725091,878333.059272234
48725066,3090090.75986897
48725053,2155949.82313117
48785450,975228.348638229
48725141,1176563.79853137
48724913,826486.671588519
48724970,917763.744565155
48782466,656793.980898254
49004932,1261421.10514427
48981704,723654.495160112
48749376,1043676.72654021
48766336,1197906.19732087
48689939,684322.900245976
48758449,912346.424002382
48930623,816541.266557337
48795684,848648.518376977
48795459,1503653.53932866
48795595,967486.903180907
48795667,562451.005028839
48795608,1130361.95338346
48764280,1081424.56664503
48764278,836534.567845298
48930504,1196432.53479236
48930546,1364179.69766178
48753423,2022382.57840465
48986590,714240.980318066
48986636,1009370.12307504
49014666,957895.618177726
49014627,1111397.42234593
49014623,815280.092771453
49014502,629763.296084529
48963562,1028522.24188878
48976094,844782.165813597
48976103,1172979.25823413
48941011,881182.474481976
79977140,1144798.80679393
49147027,735004.348261546
49147261,674796.854509209
49118880,748226.432545683
49147028,670921.663430982
48941733,697691.92433176
49024142,611020.457428635
49147503,817729.148777209
49147595,655837.787942542
48956495,1230027.95307626
49147574,1119626.90728421
48667952,636550.422979614
48849570,747619.358915038
48667971,694487.517831937
48932057,1318572.29184603
48729676,699089.254897606
48957269,766266.221476143
48652016,704932.681100597
119907456,1223231.11485761
49113935,868589.332239605
48757026,495971.223761393
48997376,1543782.3762231
48997419,1065006.16624564
48757049,808798.876326311
117650125,1362071.98938423
49025713,928439.226350178
63510218,636406.351269032
48789071,651983.593032741
49114822,533163.467780398
48789187,739663.743517992
49044635,436829.530793918
49114730,558971.217849685
49071169,775229.035361321
49148344,516107.357603396
49010501,476634.988188345
48674616,624301.066858402
49148346,944080.213606658
49024160,997151.721734822
122181677,1246641.02949421
49131024,691574.921636258
49131067,615534.991810863
49010642,667470.100881455
48742754,862284.970997014
48649410,441250.550116924
49146374,632640.074318625
89824213,515553.615415124
48717411,1316823.30816959
48691244,1103324.50322108
49072140,423807.962731967
48670669,598051.37322625
48727961,343446.636571307
48800098,554665.143523659
48861189,603160.123223379
96660095,646932.511270124
48861280,425141.911623519
48737181,808151.337975357
48677274,766738.660351629
48906651,483999.714415724
49099214,437895.823534565
49016330,421109.945308887
49114349,537756.244369857
48959503,734754.916643794
70578114,1009192.71415011
49004844,506863.856751124
49004839,571748.350764047
48682784,979523.500700122
48700711,2560065.01487355
48717367,1089436.46725945
49082641,534591.981160008
49012995,849788.322317349
49012994,649015.547342638
48974175,1208608.32791522
48974133,1707602.57967039
48973760,479165.118697681
48973977,762410.874315272
49147851,1580385.46774588
48973623,596717.144854257
49124519,896749.098092727
49124360,635240.698346206
49115739,470607.304807723
49124518,896315.209308003
49115706,517382.847732002
49124321,451887.923172614
49124062,463657.338321134
49125112,742078.250677158
49124977,604380.833398967
49124943,711910.863603832
49125012,808230.891631794
49124182,511406.071534959
49123785,898314.3321626
48899172,1242904.74508985
49123877,878275.666170469
48659118,560870.211300225
48990679,467760.791832628
48990657,575387.438685457
48840560,1524641.58549846
48659086,723556.696493811
88027603,542524.424722688
48990779,725187.029939526
48656523,1100263.46400349
48739806,738994.427406002
48990745,690530.55748012
49124792,1779160.50426796
48737519,479860.737628353
48941074,482746.758612504
49124651,559079.317838209
48941098,508417.964540835
48840735,685724.38288168
48795196,499359.604500702
88014724,761834.656577944
48795120,550157.39597259
48795285,643469.645959287
48877019,455290.726307096
48795268,650551.955627379
48795355,481229.782528298
49115921,379619.096529093
48992050,480045.159947605
49124693,837808.870994938
49124818,625979.997450303
48656163,411114.380473915
48877416,450803.532079721
49124700,653177.935959262
48858276,445938.044859606
48877392,609535.702204971
48941123,430387.857311121
50219428,649602.545782425
48692636,528214.307673875
48876988,534568.99894861
49129577,746701.037096035
48966165,809986.450912646
49129566,2601717.19604188
48934102,494252.329935268
49046778,495822.898260582
48934106,858680.827030268
48791312,1153984.5347817
48840708,503702.624430001
49125567,549512.58335522
49046720,808254.851619268
48697700,633960.02834787
48697464,965696.448021155
48697518,592179.295848524
49046732,1250447.57587824
49125669,978249.303655775
48840780,711636.582561799
49064263,856653.861902212
49127022,857510.269568263
48722634,639230.397743536
49074962,497146.198551853
84758020,554416.285099473
49074980,976578.431026437
49127194,518656.183372116
49064885,429925.964873632
96679744,693425.674094662
48755607,285758.621648474
49044764,588194.718578343
48755992,438088.209929215
48755924,502675.271297668
49127164,503007.29246223
61719430,818861.181903086
48844733,405534.842873829
48973080,359979.704196765
72498665,809503.63616829
48887844,449869.125416315
48844588,622158.192701317
48844603,2059663.07984685
48844600,599032.498855813
48821983,406684.067429616
48745058,814549.026795328
48955922,412823.137491925
48954118,567989.618931922
48954243,496801.573106688
48954041,1176644.60429262
49071593,487660.360192584
48745320,474121.474315978
48745337,560900.357438058
48746807,313819.655894141
49118327,476598.242104659
96667215,451888.582112402
48746840,459599.50479828
96706078,897128.864421015
49071433,567113.723302455
49083133,1095284.94331426
49071444,362849.096770282
49147962,365844.409511982
48998606,1082425.7621717
48925994,393466.401435888
48954452,665748.615501111
48954570,1250077.67702983
48714286,791091.392433358
48998608,650616.426503227
49105131,489040.118443118
49105175,763889.896660276
49105107,651515.401193146
49105086,765767.910714332
48863551,507362.465558478
48863518,361875.866164688
48921405,350532.323259577
71002466,542169.063119704
48847995,477346.774068953
48955589,442752.883632557
48863434,527068.952015864
48863386,339263.760964555
48954042,549091.743515383
48750372,426622.564154916
48750355,415344.499127734
122963324,651116.928110984
48863648,454907.174252592
49082675,845886.951459246
48863041,377011.287585555
48863206,395076.00859863
48863355,292413.860468027
48794070,550459.857542922
48794045,380872.765672773
48750176,333451.29010371
48750123,457739.564120766
48750012,1961907.39790552
48905808,476265.619737199
48926846,559152.364614221
48818850,348397.727237402
48926912,459941.364759291
48926685,583008.920010383
49063316,387001.932758701
49063654,475113.231556825
60973559,646041.386933108
49045086,370619.079672956
48953817,502319.42256857
48678852,807980.65935845
48829451,364521.307949303
49097653,527170.959404976
48953831,482630.788530013
48949874,440841.210409223
48983505,344648.733805429
48983468,460974.640914681
48983480,847087.616260503
48854451,490333.075161099
49047977,501230.516770485
48844947,382566.410629412
48792607,487125.075564257
49048202,486924.561398597
49070086,557883.324414516
49048222,380377.668081858
49046866,421458.127886962
48870643,404260.715878602
48903256,507796.759008038
48651335,468937.980067053
48651478,463300.648094519
48651475,525089.536299321
48899389,452883.149227721
48651412,470102.318024481
48800251,478950.068110648
48692036,503280.74036464
48820378,575946.692397213
61766214,554958.428228028
48933764,465242.19387266
49048684,632904.960802019
62944487,517583.000044459
48933616,390967.92059923
49048781,373388.939533472
49049828,431488.983233288
49049824,1087563.74626802
49069809,701336.230425976
49069906,619550.347376804
49133954,368292.228760993
49069728,632216.500281317
49133933,409866.586722678
49048342,407726.424600213
49048592,585836.677465093
48874888,405966.837775117
48755904,301928.057223222
48874923,384025.807304572
49123377,408007.793634784
49083672,421842.321401385
79980549,671438.656950247
70578742,374207.008517817
48856950,372982.494947245
96697390,575187.037199887
48778175,296138.973095904
49091472,466256.424617615
48778172,363471.963357448
48777697,357768.631001166
66649303,407609.569691658
48780957,509856.04314984
49091475,309068.427469151
79977142,732474.26106632
96687640,830951.150825878
48874337,547368.471770292
48874575,498659.455534578
48755562,461668.639305598
48755967,427574.723173767
48755534,496399.052991251
48755799,340401.03203465
48755968,388167.436457416
80116394,671321.405990756
48822107,443976.243159258
48822275,377801.404170744
96691459,533282.153898035
48863928,788683.308457178
49032936,278862.338103016
48821243,549264.765938068
49033103,321168.562213226
48871126,386163.288414731
48943604,379320.061031039
49063738,544228.666956173
48705478,416277.827952845
48705531,662445.448427188
48705607,407416.593108348
48821236,346137.793587824
48821270,513493.738184395
48880001,437292.429986007
48733670,288687.48430039
48894664,454076.387242057
48894672,455749.89927911
48863964,464687.602262025
49147715,379893.071814551
49147663,379470.019527252
48705400,588503.309067283
48705435,363081.398187896
48733603,317943.871267451
96652506,558034.280644892
48705675,367429.803542252
48705690,380617.164276874
122181563,828225.682501732
48798995,283848.581865805
49065281,255495.381980967
49065584,342289.76585662
49065077,335358.330181758
49065106,327887.65171213
49065105,267657.115720298
48798991,208961.183620709
70578933,348139.202146489
49065441,336540.156315657
49065372,301073.661644695
49065303,317636.184546138
49073110,1460533.75168351
49073153,441696.487932699
48846819,319652.733540874
48846826,364831.286204728
48859025,387627.135604831
49055488,372863.182310104
49073232,449569.927982231
49073268,569603.242892834
48777895,425399.092104057
48777974,568588.314665604
49073207,320098.569557517
49073289,597428.53499421
49073215,361546.593502191
48777843,398504.502115899
48778010,446634.39033914
48777834,458591.603249582
48870710,362575.103455001
48967700,315239.253150993
48932836,319114.96582853
66649071,563384.550814179
48932643,291230.33158137
48932845,331312.414957619
48932837,298845.833840348
48932682,263553.890688381
48936547,254739.292803002
48936585,343192.137629083
49067570,424052.678648493
48940809,331880.592937811
48940821,303750.949819468
49130194,417666.805778752
49037867,288617.120840947
48885210,388188.870867376
48936085,307809.141448447
48936102,347428.231328163
48936213,481864.658815482
49084481,359976.703148632
48885230,342794.457958493
48936201,349340.081909504
48936072,400573.257358538
48936184,316710.779407623
49086252,297447.112451955
80261419,808097.725818689
49148516,434367.253316631
48804812,439383.027502085
48936497,327256.476411961
48936289,382050.242864016
48936504,335438.262706581
48757102,423097.293958751
49148471,415190.227253954
49086241,283816.266338039
48934025,753959.606617716
48933857,708607.660441756
48933835,487236.709421625
48934075,498982.301904399
48934065,456046.520604796
48933829,548704.045705464
49120466,378831.23952718
49120546,314529.781480137
48840851,838367.847222668
48840867,571032.566887273
49120520,533843.212468915
48804692,699450.594013007
48840827,716599.206679145
48840924,435849.064785401
48805188,579781.568926797
48650363,743625.960437997
48804221,429704.236383226
48805184,540566.894167774
48757160,340374.935343149
48805194,394224.82779667
66648987,895680.761878734
48804223,425071.845822918
48814132,418950.311790323
48766310,452813.915770755
48804929,289348.232473806
48812804,472821.092207638
48737769,427136.569058417
48737744,431437.636029654
48830925,517385.362624106
48933638,401412.088149664
67682376,434273.698420295
49120381,480485.11885736
48934274,441981.997646501
48878430,604334.166220999
48779566,399228.748095949
48649320,403166.847036092
48678959,302667.949684425
49067483,447097.270538864
49082299,357957.158383676
49067453,246014.016257856
48830586,423649.058478126
48678988,265123.374949863
49027493,414653.399013394
49117244,412070.905032812
49078215,235121.07950252
49012473,920700.534150364
49016715,447191.485369754
48659788,434485.66061836
49016923,568795.35235152
48765883,284943.903236206
48765901,389719.602994727
48935861,241007.4225457
49017050,282703.118794023
66649806,478146.645133424
48669110,753224.044982334
48864051,435784.921798214
49052994,450532.264795616
49016436,545487.147518458
49017211,348869.704165495
49016428,292215.81642464
48765869,470419.562670148
49016453,343360.974518131
48918075,352364.698668681
48901427,429977.403370021
48707280,270502.593128731
96654937,416979.383162344
48839998,300145.216922855
48668692,333865.035337267
48668668,384454.495664579
48867011,263347.711298819
48866479,946638.678103318
48866578,388849.650601094
48866992,284164.902711439
49017289,462301.128721308
49038049,375267.537756408
49138324,266871.663331494
48799726,249693.678255169
48766400,354726.783630593
48799680,306745.136947295
48799689,307806.577843714
49130434,472301.303330446
48834703,257452.996570377
48830914,405639.420786129
48662126,358373.88400665
48812768,376224.876846277
48650457,317594.65671993
48846764,301298.832762492
49128470,591836.212039524
96701319,427363.921301742
48664096,596655.118490442
48755146,330213.317288984
49015702,346518.783195848
48989878,373887.147069285
48654709,306273.484728971
49028822,1180984.95748539
49028871,501034.005106555
49028884,460266.547243792
49028843,588182.44327662
49028921,969366.399036053
49028205,1510268.63710733
49028442,561790.219969718
48688767,463086.956171477
89821184,769666.484423312
48660371,437971.621281537
49035435,662656.558745747
48660597,1370716.80594693
48818226,353798.352026593
49090474,410648.995070624
48655328,510965.458829917
48966811,387396.880281426
48859989,547149.840181577
48988353,447977.614708896
49087352,321567.362860855
49028775,539995.557580015
49001731,813106.258533347
49035134,545784.37221882
48655505,463595.958888645
48655459,469228.813874579
48655355,402109.284939268
48975621,457643.240816464
49076176,625005.657103176
49000452,572920.951167644
48703254,374620.997248015
48703318,328957.03109624
48703314,366811.023524857
49056117,419656.861545389
49056104,424895.340092257
48788648,421614.659644935
48703274,393939.678113699
48955735,422309.957800693
49028660,414563.633385039
48906952,351601.804263973
48906922,611229.020391936
48987532,486411.613834188
63510171,325013.743673286
49131393,439138.376714279
49036509,673312.420349561
48910862,478177.397800445
48985785,939602.825748317
49106924,392032.840016118
48912104,468620.227198274
49054366,528960.801201243
48667360,504027.335967871
48778538,433412.030051147
49054359,456701.203706523
48907359,415867.244830286
48911382,523681.47548883
48969645,392532.924559474
48969581,373418.336867263
48808474,354448.119854707
48808484,374316.216659421
48669228,467407.925233113
48696701,350905.836606066
49018873,350073.575818415
48983857,334838.344303079
48986046,332414.944979791
48983845,365126.037544808
48808801,416559.85430148
48787875,445297.856404301
48869455,306496.041612173
48998041,390046.086413098
48869470,334654.553950021
48984111,467437.107483502
48705957,497046.75388948
49030606,346257.021136431
48975778,371852.437219379
49030662,445739.824241171
48887236,475762.212104202
48964835,385960.291451121
48888561,403359.411792974
48844278,355758.086522422
48954798,403327.284283222
48687115,405430.988830134
49028960,367988.102782208
48987996,464385.745991813
49004596,379997.506860346
49105701,444603.186670737
48662753,582027.802005683
49028545,356539.182023345
49113334,528498.562293412
49040494,467605.503160296
48843442,546479.736966366
48713935,404219.758828508
48883388,607118.209575927
48987836,3699956.02508952
48883097,501771.98594739
48883556,642930.607405703
48883107,803595.3610375
48883089,725999.187830975
48843421,606795.567053404
48883399,657394.686112035
48883237,730067.556282409
48655514,499717.542007715
48762082,369141.612986542
48762060,526613.342451121
49115380,415503.687696419
49115346,373227.210498127
48723010,423396.027168497
49127431,332286.011513386
48762150,351148.030601451
79977214,688997.423583269
49138788,732524.77662845
49127401,342385.20446325
48722999,453687.032161169
48860463,2468953.73194131
48857824,331499.514258165
48859266,385467.052387495
48860446,2150052.15349442
48859262,410411.553521311
49056726,816380.641835865
49029969,435783.346254145
48669275,345639.216418737
48777542,459643.46178923
48822647,455620.804272668
48832995,422651.779607916
49003020,352958.227531988
48669371,350424.485902673
48669362,511638.565292408
48669285,360155.975591902
48669328,334773.025729626
48754583,339741.088935028
48938335,326419.290562407
48762308,445825.072248724
48938343,492352.640324888
48668907,341202.308467206
48762107,319618.763060707
49030411,377426.888111975
48874182,419571.936232401
48874063,299104.335780172
49030405,359440.592568031
48874092,359981.635946873
48874130,451521.139918731
49030198,352218.172682083
48873867,345968.611863847
48927201,354383.023460386
49003986,370002.659695804
48809147,351392.47105292
49005118,653246.696988372
48744277,1075862.7158359
49055000,1680281.10070585
48744259,582173.338016734
49005221,628312.420276409
48744183,332369.845748401
